2025-08-28 10:34:15,672 - UARTProtocol - INFO - Auto-selecting port: COM3
2025-08-28 10:34:15,704 - UARTProtocol - INFO - Receive task started
2025-08-28 10:34:15,704 - UARTProtocol - INFO - Heartbeat task started
2025-08-28 10:34:15,704 - UARTProtocol - INFO - Connected to COM3 at 115200 baud
2025-08-28 10:34:16,892 - UARTProtocol - WARNING - Heartbeat missed (1)
2025-08-28 10:34:23,656 - UARTProtocol - INFO - Auto refresh enabled
2025-08-28 10:34:30,259 - UARTProtocol - INFO - Motor speed auto refresh enabled (20Hz)
2025-08-28 10:34:31,647 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:31,663 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:31,732 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:31,763 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:31,800 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:31,816 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:31,948 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,086 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,086 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,164 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,217 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,264 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,317 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,349 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,364 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,387 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,402 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,465 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,502 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=-0.10 RPM
2025-08-28 10:34:32,518 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,581 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,618 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,634 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,681 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,719 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,734 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,750 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,803 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,835 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:32,988 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,082 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,135 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,220 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,236 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,305 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,383 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,389 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,436 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,452 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,452 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,505 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,536 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,568 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,590 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,621 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,668 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,690 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,737 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,753 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,768 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,822 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:33,969 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,091 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,091 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,208 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,236 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,246 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,286 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,292 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,336 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,381 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,406 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,416 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,476 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,511 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,521 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,566 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,596 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,646 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,676 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,706 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,716 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,756 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,776 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,816 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,836 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,956 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:34,986 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:35,066 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:35,076 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-08-28 10:34:35,236 - UARTProtocol - INFO - Serial port closed
2025-08-28 10:34:36,251 - UARTProtocol - WARNING - Heartbeat missed (1)
2025-08-28 10:34:36,566 - UARTProtocol - INFO - Heartbeat task stopped
2025-09-20 13:27:10,443 - UARTProtocol - ERROR - No serial ports found!
2025-09-20 13:27:38,324 - UARTProtocol - INFO - Auto-selecting port: COM3
2025-09-20 13:27:38,352 - UARTProtocol - INFO - Receive task started
2025-09-20 13:27:38,353 - UARTProtocol - INFO - Heartbeat task started
2025-09-20 13:27:38,353 - UARTProtocol - INFO - Connected to COM3 at 115200 baud
2025-09-20 13:27:39,708 - UARTProtocol - WARNING - Heartbeat missed (1)
2025-09-20 13:27:41,044 - UARTProtocol - WARNING - Heartbeat missed (2)
2025-09-20 13:27:53,494 - UARTProtocol - INFO - Motor speed auto refresh enabled (20Hz)
2025-09-20 13:27:53,552 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,579 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,585 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,623 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,646 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,687 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,706 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,808 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,813 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,882 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,927 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,949 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:53,985 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,009 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,043 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,066 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,101 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,138 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,161 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,209 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,232 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,264 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,294 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,325 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,362 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,384 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,436 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,441 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,502 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,537 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,543 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,576 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,609 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,643 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,673 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,721 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,738 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,762 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,811 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,837 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,891 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,917 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,958 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:54,978 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,009 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,042 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,077 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,108 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,149 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,166 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,197 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,222 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,253 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,306 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,339 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,371 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,404 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,426 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,458 - UARTProtocol - INFO - Motor speeds: L=0.00 RPM, R=0.00 RPM
2025-09-20 13:27:55,487 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.00 RPM
2025-09-20 13:27:55,515 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.00 RPM
2025-09-20 13:27:55,554 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.10 RPM
2025-09-20 13:27:55,581 - UARTProtocol - INFO - Motor speeds: L=0.10 RPM, R=0.20 RPM
2025-09-20 13:27:55,651 - UARTProtocol - INFO - Motor speeds: L=0.20 RPM, R=0.20 RPM
2025-09-20 13:27:55,665 - UARTProtocol - INFO - Motor speeds: L=0.40 RPM, R=0.30 RPM
2025-09-20 13:27:55,685 - UARTProtocol - INFO - Motor speeds: L=0.50 RPM, R=0.30 RPM
2025-09-20 13:27:55,713 - UARTProtocol - INFO - Motor speeds: L=0.50 RPM, R=0.40 RPM
2025-09-20 13:27:55,747 - UARTProtocol - INFO - Motor speeds: L=0.60 RPM, R=0.40 RPM
2025-09-20 13:27:55,770 - UARTProtocol - INFO - Motor speeds: L=0.70 RPM, R=0.40 RPM
2025-09-20 13:27:55,802 - UARTProtocol - INFO - Motor speeds: L=0.70 RPM, R=0.50 RPM
2025-09-20 13:27:55,832 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.70 RPM
2025-09-20 13:27:55,865 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:55,888 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:27:55,923 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:27:55,950 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=1.00 RPM
2025-09-20 13:27:55,979 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:27:55,997 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:27:56,031 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:27:56,053 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:27:56,108 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.80 RPM
2025-09-20 13:27:56,134 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:56,177 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:56,211 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:56,236 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.00 RPM
2025-09-20 13:27:56,279 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=1.00 RPM
2025-09-20 13:27:56,304 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:56,339 - UARTProtocol - INFO - Motor speeds: L=1.20 RPM, R=0.90 RPM
2025-09-20 13:27:56,372 - UARTProtocol - INFO - Motor speeds: L=1.30 RPM, R=0.80 RPM
2025-09-20 13:27:56,402 - UARTProtocol - INFO - Motor speeds: L=1.20 RPM, R=0.90 RPM
2025-09-20 13:27:56,406 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:27:56,450 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:27:56,476 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:27:56,509 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:27:56,538 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:56,565 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:56,591 - UARTProtocol - INFO - Motor speeds: L=1.00 RPM, R=0.90 RPM
2025-09-20 13:27:56,624 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:56,664 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:27:56,694 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:27:56,730 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:27:56,759 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:27:56,764 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:27:56,796 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:56,814 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:56,862 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:56,884 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.80 RPM
2025-09-20 13:27:56,928 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.80 RPM
2025-09-20 13:27:56,950 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.80 RPM
2025-09-20 13:27:56,977 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:27:57,027 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=0.90 RPM
2025-09-20 13:27:57,056 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:57,085 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:57,097 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:57,132 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.80 RPM
2025-09-20 13:27:57,181 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.80 RPM
2025-09-20 13:27:57,211 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.80 RPM
2025-09-20 13:27:57,247 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.80 RPM
2025-09-20 13:27:57,270 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:57,304 - UARTProtocol - INFO - Motor speeds: L=1.10 RPM, R=0.90 RPM
2025-09-20 13:27:57,335 - UARTProtocol - INFO - Motor speeds: L=0.90 RPM, R=1.00 RPM
2025-09-20 13:27:57,358 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=1.00 RPM
2025-09-20 13:27:57,386 - UARTProtocol - INFO - Motor speeds: L=0.70 RPM, R=1.00 RPM
2025-09-20 13:27:57,429 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
2025-09-20 13:27:57,455 - UARTProtocol - INFO - Motor speeds: L=0.80 RPM, R=0.90 RPM
